symbol,package_count,packages
AF_NETBEUI,1,platform.posix
AF_NETLINK,1,platform.posix
AF_NETROM,1,platform.posix
AF_NFC,1,platform.posix
AF_PACKET,1,platform.posix
AF_PHONET,1,platform.posix
AF_PPPOX,1,platform.posix
AF_QIPCRTR,1,platform.posix
AF_RDS,1,platform.posix
AF_ROSE,1,platform.posix
AF_ROUTE,1,platform.posix
AF_RXRPC,1,platform.posix
AF_SECURITY,1,platform.posix
AF_SMC,1,platform.posix
AF_SNA,1,platform.posix
AF_TIPC,1,platform.posix
AF_UNIX,1,platform.posix
AF_UNSPEC,1,platform.posix
AF_VSOCK,1,platform.posix
AF_WANPIPE,1,platform.posix
AF_X25,1,platform.posix
AF_XDP,1,platform.posix
AHZ,1,platform.linux
AIO_ALLDONE,1,platform.linux
AIO_CANCELED,1,platform.linux
AIO_NOTCANCELED,1,platform.linux
AIP_E_CONDITION_OVER_LIMIT,1,platform.DataAugmentationKit.AIP
AIP_E_EMBEDDING_ERR,1,platform.DataAugmentationKit.AIP
AIP_E_EXEC_ERR,1,platform.DataAugmentationKit.AIP
AIP_E_INVALID_ARGS,1,platform.DataAugmentationKit.AIP
AIP_E_NO_SUCH_FIELD,1,platform.DataAugmentationKit.AIP
AIP_E_OUT_OF_RANGE,1,platform.DataAugmentationKit.AIP
AIP_E_OVER_LIMIT,1,platform.DataAugmentationKit.AIP
AIP_OK,1,platform.DataAugmentationKit.AIP
AI_ADDRCONFIG,1,platform.posix
AI_ALL,1,platform.posix
AI_CANONNAME,1,platform.posix
AI_NUMERICHOST,1,platform.posix
AI_NUMERICSERV,1,platform.posix
AI_PASSIVE,1,platform.posix
AI_V4MAPPED,1,platform.posix
ALL,1,platform.ArkGraphics2D.Drawing
ALT_DIGITS,1,platform.linux
AMBISONICS_ACN0,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN1,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN10,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN11,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN12,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN13,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN14,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN15,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN2,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN3,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN4,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN5,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN6,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN7,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN8,1,platform.AVCodecKit.CodecBase
AMBISONICS_ACN9,1,platform.AVCodecKit.CodecBase
AMBISONICS_W,1,platform.AVCodecKit.CodecBase
AMBISONICS_X,1,platform.AVCodecKit.CodecBase
AMBISONICS_Y,1,platform.AVCodecKit.CodecBase
AMBISONICS_Z,1,platform.AVCodecKit.CodecBase
AMB_COM_ACN,1,platform.AVCodecKit.Core
AMB_COM_FUMA,1,platform.AVCodecKit.Core
AMB_MODE,1,platform.AVCodecKit.Core
AMB_NOR_N3D,1,platform.AVCodecKit.Core
AMB_NOR_SN3D,1,platform.AVCodecKit.Core
AMB_ORD_1,1,platform.AVCodecKit.Core
AMB_ORD_2,1,platform.AVCodecKit.Core
AMB_ORD_3,1,platform.AVCodecKit.Core
AMDGPU_BO_LIST_OP_CREATE,1,platform.drm
AMDGPU_BO_LIST_OP_DESTROY,1,platform.drm
AMDGPU_BO_LIST_OP_UPDATE,1,platform.drm
AMDGPU_CHUNK_ID_BO_HANDLES,1,platform.drm
AMDGPU_CHUNK_ID_DEPENDENCIES,1,platform.drm
AMDGPU_CHUNK_ID_FENCE,1,platform.drm
AMDGPU_CHUNK_ID_IB,1,platform.drm
AMDGPU_CHUNK_ID_SCHEDULED_DEPENDENCIES,1,platform.drm
AMDGPU_CHUNK_ID_SYNCOBJ_IN,1,platform.drm
AMDGPU_CHUNK_ID_SYNCOBJ_OUT,1,platform.drm
AMDGPU_CHUNK_ID_SYNCOBJ_TIMELINE_SIGNAL,1,platform.drm
AMDGPU_CHUNK_ID_SYNCOBJ_TIMELINE_WAIT,1,platform.drm
AMDGPU_CTX_GUILTY_RESET,1,platform.drm
AMDGPU_CTX_INNOCENT_RESET,1,platform.drm
AMDGPU_CTX_NO_RESET,1,platform.drm
AMDGPU_CTX_OP_ALLOC_CTX,1,platform.drm
AMDGPU_CTX_OP_FREE_CTX,1,platform.drm
AMDGPU_CTX_OP_QUERY_STATE,1,platform.drm
AMDGPU_CTX_OP_QUERY_STATE2,1,platform.drm
AMDGPU_CTX_PRIORITY_HIGH,1,platform.drm
AMDGPU_CTX_PRIORITY_LOW,1,platform.drm
AMDGPU_CTX_PRIORITY_NORMAL,1,platform.drm
AMDGPU_CTX_PRIORITY_UNSET,1,platform.drm
AMDGPU_CTX_PRIORITY_VERY_HIGH,1,platform.drm
AMDGPU_CTX_PRIORITY_VERY_LOW,1,platform.drm
AMDGPU_CTX_QUERY2_FLAGS_GUILTY,1,platform.drm
AMDGPU_CTX_QUERY2_FLAGS_RAS_CE,1,platform.drm
AMDGPU_CTX_QUERY2_FLAGS_RAS_UE,1,platform.drm
AMDGPU_CTX_QUERY2_FLAGS_RESET,1,platform.drm
AMDGPU_CTX_QUERY2_FLAGS_VRAMLOST,1,platform.drm
AMDGPU_CTX_UNKNOWN_RESET,1,platform.drm
AMDGPU_FAMILY_AI,1,platform.drm
AMDGPU_FAMILY_CI,1,platform.drm
AMDGPU_FAMILY_CZ,1,platform.drm
AMDGPU_FAMILY_KV,1,platform.drm
AMDGPU_FAMILY_NV,1,platform.drm
AMDGPU_FAMILY_RV,1,platform.drm
AMDGPU_FAMILY_SI,1,platform.drm
AMDGPU_FAMILY_UNKNOWN,1,platform.drm
AMDGPU_FAMILY_VI,1,platform.drm
AMDGPU_FENCE_TO_HANDLE_GET_SYNCOBJ,1,platform.drm
AMDGPU_FENCE_TO_HANDLE_GET_SYNCOBJ_FD,1,platform.drm
AMDGPU_FENCE_TO_HANDLE_GET_SYNC_FILE_FD,1,platform.drm
AMDGPU_GEM_CREATE_CPU_ACCESS_REQUIRED,1,platform.drm
AMDGPU_GEM_CREATE_CPU_GTT_USWC,1,platform.drm
AMDGPU_GEM_CREATE_CP_MQD_GFX9,1,platform.drm
AMDGPU_GEM_CREATE_ENCRYPTED,1,platform.drm
AMDGPU_GEM_CREATE_EXPLICIT_SYNC,1,platform.drm
AMDGPU_GEM_CREATE_NO_CPU_ACCESS,1,platform.drm
AMDGPU_GEM_CREATE_SHADOW,1,platform.drm
AMDGPU_GEM_CREATE_VM_ALWAYS_VALID,1,platform.drm
AMDGPU_GEM_CREATE_VRAM_CLEARED,1,platform.drm
AMDGPU_GEM_CREATE_VRAM_CONTIGUOUS,1,platform.drm
AMDGPU_GEM_CREATE_VRAM_WIPE_ON_RELEASE,1,platform.drm
AMDGPU_GEM_DOMAIN_CPU,1,platform.drm
AMDGPU_GEM_DOMAIN_GDS,1,platform.drm
AMDGPU_GEM_DOMAIN_GTT,1,platform.drm
AMDGPU_GEM_DOMAIN_GWS,1,platform.drm
AMDGPU_GEM_DOMAIN_MASK,1,platform.drm
AMDGPU_GEM_DOMAIN_OA,1,platform.drm
AMDGPU_GEM_DOMAIN_VRAM,1,platform.drm
AMDGPU_GEM_METADATA_OP_GET_METADATA,1,platform.drm
AMDGPU_GEM_METADATA_OP_SET_METADATA,1,platform.drm
AMDGPU_GEM_OP_GET_GEM_CREATE_INFO,1,platform.drm
AMDGPU_GEM_OP_SET_PLACEMENT,1,platform.drm
AMDGPU_GEM_USERPTR_ANONONLY,1,platform.drm
AMDGPU_GEM_USERPTR_READONLY,1,platform.drm
AMDGPU_GEM_USERPTR_REGISTER,1,platform.drm
AMDGPU_GEM_USERPTR_VALIDATE,1,platform.drm
AMDGPU_HW_IP_COMPUTE,1,platform.drm
AMDGPU_HW_IP_DMA,1,platform.drm
AMDGPU_HW_IP_GFX,1,platform.drm
AMDGPU_HW_IP_INSTANCE_MAX_COUNT,1,platform.drm
AMDGPU_HW_IP_NUM,1,platform.drm
AMDGPU_HW_IP_UVD,1,platform.drm
AMDGPU_HW_IP_UVD_ENC,1,platform.drm
AMDGPU_HW_IP_VCE,1,platform.drm
AMDGPU_HW_IP_VCN_DEC,1,platform.drm
AMDGPU_HW_IP_VCN_ENC,1,platform.drm
AMDGPU_HW_IP_VCN_JPEG,1,platform.drm
AMDGPU_IB_FLAGS_SECURE,1,platform.drm
AMDGPU_IB_FLAG_CE,1,platform.drm
AMDGPU_IB_FLAG_EMIT_MEM_SYNC,1,platform.drm
AMDGPU_IB_FLAG_PREAMBLE,1,platform.drm
AMDGPU_IB_FLAG_PREEMPT,1,platform.drm
AMDGPU_IB_FLAG_RESET_GDS_MAX_WAVE_ID,1,platform.drm
AMDGPU_IB_FLAG_TC_WB_NOT_INVALIDATE,1,platform.drm
AMDGPU_IDS_FLAGS_FUSION,1,platform.drm
AMDGPU_IDS_FLAGS_PREEMPTION,1,platform.drm
AMDGPU_IDS_FLAGS_TMZ,1,platform.drm
AMDGPU_INFO_ACCEL_WORKING,1,platform.drm
AMDGPU_INFO_CRTC_FROM_ID,1,platform.drm
AMDGPU_INFO_DEV_INFO,1,platform.drm
AMDGPU_INFO_FW_ASD,1,platform.drm
AMDGPU_INFO_FW_DMCU,1,platform.drm
AMDGPU_INFO_FW_DMCUB,1,platform.drm
AMDGPU_INFO_FW_GFX_CE,1,platform.drm
AMDGPU_INFO_FW_GFX_ME,1,platform.drm
AMDGPU_INFO_FW_GFX_MEC,1,platform.drm
AMDGPU_INFO_FW_GFX_PFP,1,platform.drm
AMDGPU_INFO_FW_GFX_RLC,1,platform.drm
AMDGPU_INFO_FW_GFX_RLC_RESTORE_LIST_CNTL,1,platform.drm
AMDGPU_INFO_FW_GFX_RLC_RESTORE_LIST_GPM_MEM,1,platform.drm
AMDGPU_INFO_FW_GFX_RLC_RESTORE_LIST_SRM_MEM,1,platform.drm
AMDGPU_INFO_FW_GMC,1,platform.drm
AMDGPU_INFO_FW_SDMA,1,platform.drm
AMDGPU_INFO_FW_SMC,1,platform.drm
AMDGPU_INFO_FW_SOS,1,platform.drm
AMDGPU_INFO_FW_TA,1,platform.drm
AMDGPU_INFO_FW_UVD,1,platform.drm
AMDGPU_INFO_FW_VCE,1,platform.drm
AMDGPU_INFO_FW_VCN,1,platform.drm
AMDGPU_INFO_FW_VERSION,1,platform.drm
AMDGPU_INFO_GDS_CONFIG,1,platform.drm
AMDGPU_INFO_GTT_USAGE,1,platform.drm
AMDGPU_INFO_HW_IP_COUNT,1,platform.drm
AMDGPU_INFO_HW_IP_INFO,1,platform.drm
AMDGPU_INFO_MEMORY,1,platform.drm
AMDGPU_INFO_MMR_SE_INDEX_MASK,1,platform.drm
AMDGPU_INFO_MMR_SE_INDEX_SHIFT,1,platform.drm
AMDGPU_INFO_MMR_SH_INDEX_MASK,1,platform.drm
AMDGPU_INFO_MMR_SH_INDEX_SHIFT,1,platform.drm
AMDGPU_INFO_NUM_BYTES_MOVED,1,platform.drm
AMDGPU_INFO_NUM_EVICTIONS,1,platform.drm
AMDGPU_INFO_NUM_HANDLES,1,platform.drm
AMDGPU_INFO_NUM_VRAM_CPU_PAGE_FAULTS,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_ATHUB,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_DF,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_FEATURES,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_FUSE,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_GFX,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_HDP,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_MMHUB,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_MP0,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_MP1,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_PCIE,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_SDMA,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_SEM,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_SMN,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_UMC,1,platform.drm
AMDGPU_INFO_RAS_ENABLED_XGMI,1,platform.drm
AMDGPU_INFO_READ_MMR_REG,1,platform.drm
AMDGPU_INFO_SENSOR,1,platform.drm
AMDGPU_INFO_SENSOR_GFX_MCLK,1,platform.drm
AMDGPU_INFO_SENSOR_GFX_SCLK,1,platform.drm
AMDGPU_INFO_SENSOR_GPU_AVG_POWER,1,platform.drm
AMDGPU_INFO_SENSOR_GPU_LOAD,1,platform.drm
AMDGPU_INFO_SENSOR_GPU_TEMP,1,platform.drm
AMDGPU_INFO_SENSOR_STABLE_PSTATE_GFX_MCLK,1,platform.drm
AMDGPU_INFO_SENSOR_STABLE_PSTATE_GFX_SCLK,1,platform.drm
AMDGPU_INFO_SENSOR_VDDGFX,1,platform.drm
AMDGPU_INFO_SENSOR_VDDNB,1,platform.drm
AMDGPU_INFO_TIMESTAMP,1,platform.drm
AMDGPU_INFO_VBIOS,1,platform.drm
AMDGPU_INFO_VBIOS_IMAGE,1,platform.drm
AMDGPU_INFO_VBIOS_SIZE,1,platform.drm
AMDGPU_INFO_VCE_CLOCK_TABLE,1,platform.drm
AMDGPU_INFO_VIS_VRAM_USAGE,1,platform.drm
AMDGPU_INFO_VRAM_GTT,1,platform.drm
AMDGPU_INFO_VRAM_LOST_COUNTER,1,platform.drm
AMDGPU_INFO_VRAM_USAGE,1,platform.drm
AMDGPU_SCHED_OP_CONTEXT_PRIORITY_OVERRIDE,1,platform.drm
AMDGPU_SCHED_OP_PROCESS_PRIORITY_OVERRIDE,1,platform.drm
AMDGPU_TILING_ARRAY_MODE_MASK,1,platform.drm
AMDGPU_TILING_ARRAY_MODE_SHIFT,1,platform.drm
AMDGPU_TILING_BANK_HEIGHT_MASK,1,platform.drm
AMDGPU_TILING_BANK_HEIGHT_SHIFT,1,platform.drm
AMDGPU_TILING_BANK_WIDTH_MASK,1,platform.drm
AMDGPU_TILING_BANK_WIDTH_SHIFT,1,platform.drm
AMDGPU_TILING_DCC_INDEPENDENT_128B_MASK,1,platform.drm
AMDGPU_TILING_DCC_INDEPENDENT_128B_SHIFT,1,platform.drm
AMDGPU_TILING_DCC_INDEPENDENT_64B_MASK,1,platform.drm
AMDGPU_TILING_DCC_INDEPENDENT_64B_SHIFT,1,platform.drm
AMDGPU_TILING_DCC_OFFSET_256B_MASK,1,platform.drm
AMDGPU_TILING_DCC_OFFSET_256B_SHIFT,1,platform.drm
AMDGPU_TILING_DCC_PITCH_MAX_MASK,1,platform.drm
AMDGPU_TILING_DCC_PITCH_MAX_SHIFT,1,platform.drm
AMDGPU_TILING_MACRO_TILE_ASPECT_MASK,1,platform.drm
AMDGPU_TILING_MACRO_TILE_ASPECT_SHIFT,1,platform.drm
AMDGPU_TILING_MICRO_TILE_MODE_MASK,1,platform.drm
AMDGPU_TILING_MICRO_TILE_MODE_SHIFT,1,platform.drm
AMDGPU_TILING_NUM_BANKS_MASK,1,platform.drm
AMDGPU_TILING_NUM_BANKS_SHIFT,1,platform.drm
AMDGPU_TILING_PIPE_CONFIG_MASK,1,platform.drm
AMDGPU_TILING_PIPE_CONFIG_SHIFT,1,platform.drm
AMDGPU_TILING_SCANOUT_MASK,1,platform.drm
AMDGPU_TILING_SCANOUT_SHIFT,1,platform.drm
AMDGPU_TILING_SWIZZLE_MODE_MASK,1,platform.drm
AMDGPU_TILING_SWIZZLE_MODE_SHIFT,1,platform.drm
AMDGPU_TILING_TILE_SPLIT_MASK,1,platform.drm
AMDGPU_TILING_TILE_SPLIT_SHIFT,1,platform.drm
AMDGPU_VA_OP_CLEAR,1,platform.drm
AMDGPU_VA_OP_MAP,1,platform.drm
AMDGPU_VA_OP_REPLACE,1,platform.drm
AMDGPU_VA_OP_UNMAP,1,platform.drm
AMDGPU_VCE_CLOCK_TABLE_ENTRIES,1,platform.drm
AMDGPU_VM_DELAY_UPDATE,1,platform.drm
AMDGPU_VM_MTYPE_CC,1,platform.drm
AMDGPU_VM_MTYPE_DEFAULT,1,platform.drm
AMDGPU_VM_MTYPE_MASK,1,platform.drm
AMDGPU_VM_MTYPE_NC,1,platform.drm
AMDGPU_VM_MTYPE_RW,1,platform.drm
AMDGPU_VM_MTYPE_UC,1,platform.drm
AMDGPU_VM_MTYPE_WC,1,platform.drm
AMDGPU_VM_OP_RESERVE_VMID,1,platform.drm
AMDGPU_VM_OP_UNRESERVE_VMID,1,platform.drm
AMDGPU_VM_PAGE_EXECUTABLE,1,platform.drm
AMDGPU_VM_PAGE_PRT,1,platform.drm
AMDGPU_VM_PAGE_READABLE,1,platform.drm
AMDGPU_VM_PAGE_WRITEABLE,1,platform.drm
AMDGPU_VRAM_TYPE_DDR2,1,platform.drm
